sandboxLog;lambdaLog;timestamp
;time 88800, basket position 3;88800
;time 88900, basket position 3;88900
;time 89000, basket position 3;89000
;time 89100, basket position 3;89100
;time 89200, basket position 3;89200
;time 89300, basket position 3;89300
;time 89400, basket position 3;89400
;time 89500, basket position 3;89500
;time 89600, basket position 3;89600
;time 89700, basket position 3;89700
;time 89800, basket position 3;89800
;time 89900, basket position 3;89900
;time 90000, basket position 3;90000
;time 90100, basket position 3;90100
;time 90200, basket position 3;90200
;time 90300, basket position 3;90300
;time 90400, basket position 3;90400
;time 90500, basket position 3;90500
;time 90600, basket position 3;90600
;time 90700, basket position 3;90700
;time 90800, basket position 3;90800
;time 90900, basket position 3;90900
;time 91000, basket position 3;91000
;time 91100, basket position 3;91100
;time 91200, basket position 3;91200
;time 91300, basket position 3;91300
;time 91400, basket position 3;91400
;time 91500, basket position 3;91500
;time 91600, basket position 3;91600
;time 91700, basket position 3;91700
;time 91800, basket position 3;91800
;time 91900, basket position 3;91900
;time 92000, basket position 3;92000
;time 92100, basket position 3;92100
;time 92200, basket position 3;92200
;time 92300, basket position 3;92300
;time 92400, basket position 3;92400
;time 92500, basket position 3;92500
;time 92600, basket position 3;92600
;time 92700, basket position 3;92700
;time 92800, basket position 3;92800
;time 92900, basket position 3;92900
;time 93000, basket position 3;93000
;time 93100, basket position 3;93100
;time 93200, basket position 3;93200
;time 93300, basket position 3;93300
;time 93400, basket position 3;93400
;time 93500, basket position -2;93500
;time 93600, basket position -2;93600
;time 93700, basket position -2;93700
;time 93800, basket position -2;93800
;time 93900, basket position -2;93900
;time 94000, basket position -2;94000
;time 94100, basket position -2;94100
;time 94200, basket position -2;94200
;time 94300, basket position -2;94300
;time 94400, basket position -2;94400
;time 94500, basket position -2;94500
;time 94600, basket position -2;94600
;time 94700, basket position -2;94700
;time 94800, basket position -2;94800
;time 94900, basket position -2;94900
;time 95000, basket position -2;95000
;time 95100, basket position -11;95100
;time 95200, basket position -11;95200
;time 95300, basket position -11;95300
;time 95400, basket position -11;95400
;time 95500, basket position -11;95500
;time 95600, basket position -11;95600
;time 95700, basket position -11;95700
;time 95800, basket position -11;95800
;time 95900, basket position -11;95900
;time 96000, basket position -11;96000
;time 96100, basket position -11;96100
;time 96200, basket position -11;96200
;time 96300, basket position -11;96300
;time 96400, basket position -11;96400
;time 96500, basket position -11;96500
;time 96600, basket position -11;96600
;time 96700, basket position -11;96700
;time 96800, basket position -11;96800
;time 96900, basket position -11;96900
;time 97000, basket position -11;97000
;time 97100, basket position -11;97100
;time 97200, basket position -11;97200
;time 97300, basket position -11;97300
;time 97400, basket position -11;97400
;time 97500, basket position -11;97500
;time 97600, basket position -11;97600
;time 97700, basket position -11;97700
;time 97800, basket position -11;97800
;time 97900, basket position -11;97900
;time 98000, basket position -11;98000
;time 98100, basket position -11;98100
;time 98200, basket position -11;98200
;time 98300, basket position -11;98300
;time 98400, basket position -11;98400
;time 98500, basket position -11;98500
;time 98600, basket position -11;98600
;time 98700, basket position -11;98700
;time 98800, basket position -11;98800
;time 98900, basket position -11;98900
;time 99000, basket position -11;99000
;time 99100, basket position -11;99100
;time 99200, basket position -11;99200
;time 99300, basket position -11;99300
;time 99400, basket position -11;99400
;time 99500, basket position -11;99500
;time 99600, basket position -11;99600
;time 99700, basket position -11;99700
;time 99800, basket position -11;99800
;time 99900, basket position -11;99900
