sandboxLog;lambdaLog;timestamp
;{'time': 23500, 'best_bid': 1081, 'best_ask': 1089, 'bidPrice': 1084.0, 'askPrice': 1085.5, 'transportFees': 0.8, 'exportTariff': 9.5, 'importTariff': -4.5, 'sunlight': 2021.007, 'humidity': 74.430984};23500
;{'time': 23600, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1085.0, 'askPrice': 1086.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2020.5944, 'humidity': 74.44659};23600
;{'time': 23700, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1086.0, 'askPrice': 1087.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2020.1813, 'humidity': 74.46216};23700
;{'time': 23800, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1087.0, 'askPrice': 1088.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2019.7676, 'humidity': 74.477715};23800
;{'time': 23900, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2019.3535, 'humidity': 74.49325};23900
;{'time': 24000, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1087.0, 'askPrice': 1088.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2018.9388, 'humidity': 74.50876};24000
;{'time': 24100, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2018.5237, 'humidity': 74.52425};24100
;{'time': 24200, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1085.5, 'askPrice': 1087.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2018.1082, 'humidity': 74.53971};24200
;{'time': 24300, 'best_bid': 1087, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2017.692, 'humidity': 74.55515};24300
;{'time': 24400, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2017.2755, 'humidity': 74.57057};24400
;{'time': 24500, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2016.8584, 'humidity': 74.585976};24500
;{'time': 24600, 'best_bid': 1086, 'best_ask': 1090, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2016.4409, 'humidity': 74.60136};24600
;{'time': 24700, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1086.0, 'askPrice': 1087.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2016.0228, 'humidity': 74.616714};24700
;{'time': 24800, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2015.6044, 'humidity': 74.63205};24800
;{'time': 24900, 'best_bid': 1088, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2015.1854, 'humidity': 74.64736};24900
;{'time': 25000, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1087.0, 'askPrice': 1088.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2014.7659, 'humidity': 74.66266};25000
;{'time': 25100, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2014.346, 'humidity': 74.67793};25100
;{'time': 25200, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2013.9255, 'humidity': 74.693184};25200
;{'time': 25300, 'best_bid': 1084, 'best_ask': 1092, 'bidPrice': 1087.0, 'askPrice': 1089.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2013.5048, 'humidity': 74.70841};25300
;{'time': 25400, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1086.0, 'askPrice': 1087.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2013.0834, 'humidity': 74.723625};25400
;{'time': 25500, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1083.0, 'askPrice': 1084.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2012.6616, 'humidity': 74.73881};25500
;{'time': 25600, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1082.5, 'askPrice': 1084.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2012.2394, 'humidity': 74.753975};25600
;{'time': 25700, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1082.5, 'askPrice': 1084.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2011.8167, 'humidity': 74.76913};25700
;{'time': 25800, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2011.3934, 'humidity': 74.78425};25800
;{'time': 25900, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1082.5, 'askPrice': 1084.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2010.9698, 'humidity': 74.799355};25900
;{'time': 26000, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1084.0, 'askPrice': 1085.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2010.5458, 'humidity': 74.81444};26000
;{'time': 26100, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1085.0, 'askPrice': 1086.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2010.1212, 'humidity': 74.829506};26100
;{'time': 26200, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1084.5, 'askPrice': 1086.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2009.6962, 'humidity': 74.84455};26200
;{'time': 26300, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1085.0, 'askPrice': 1086.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2009.2708, 'humidity': 74.85957};26300
;{'time': 26400, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1085.5, 'askPrice': 1087.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2008.8448, 'humidity': 74.87457};26400
;{'time': 26500, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1085.0, 'askPrice': 1086.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2008.4185, 'humidity': 74.88956};26500
;{'time': 26600, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1084.5, 'askPrice': 1086.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2007.9917, 'humidity': 74.90452};26600
;{'time': 26700, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1083.5, 'askPrice': 1085.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2007.5645, 'humidity': 74.919464};26700
;{'time': 26800, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1081.5, 'askPrice': 1083.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2007.1368, 'humidity': 74.93439};26800
;{'time': 26900, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2006.7087, 'humidity': 74.94929};26900
;{'time': 27000, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2006.2802, 'humidity': 74.96417};27000
;{'time': 27100, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2005.8512, 'humidity': 74.979034};27100
;{'time': 27200, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1081.5, 'askPrice': 1083.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2005.4218, 'humidity': 74.99388};27200
;{'time': 27300, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1083.0, 'askPrice': 1084.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2004.992, 'humidity': 75.0087};27300
;{'time': 27400, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2004.5616, 'humidity': 75.023506};27400
;{'time': 27500, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1081.5, 'askPrice': 1083.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2004.131, 'humidity': 75.03829};27500
;{'time': 27600, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2003.6998, 'humidity': 75.053055};27600
;{'time': 27700, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1081.5, 'askPrice': 1083.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2003.2683, 'humidity': 75.0678};27700
;{'time': 27800, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2002.8363, 'humidity': 75.08253};27800
;{'time': 27900, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2002.4039, 'humidity': 75.09723};27900
;{'time': 28000, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1081.5, 'askPrice': 1083.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2001.9712, 'humidity': 75.11192};28000
;{'time': 28100, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1081.5, 'askPrice': 1083.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2001.538, 'humidity': 75.12659};28100
;{'time': 28200, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2001.1042, 'humidity': 75.141235};28200
;{'time': 28300, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2000.6703, 'humidity': 75.15587};28300
;{'time': 28400, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 2000.2358, 'humidity': 75.17048};28400
;{'time': 28500, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1083.0, 'askPrice': 1084.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1999.8009, 'humidity': 75.185074};28500
;{'time': 28600, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1086.0, 'askPrice': 1087.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1999.3657, 'humidity': 75.199646};28600
;{'time': 28700, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1998.9299, 'humidity': 75.2142};28700
;{'time': 28800, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1998.4939, 'humidity': 75.22874};28800
;{'time': 28900, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1998.0574, 'humidity': 75.243256};28900
;{'time': 29000, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1997.6206, 'humidity': 75.25775};29000
;{'time': 29100, 'best_bid': 1092, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1997.1832, 'humidity': 75.27223};29100
;{'time': 29200, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1996.7456, 'humidity': 75.2867};29200
;{'time': 29300, 'best_bid': 1086, 'best_ask': 1094, 'bidPrice': 1089.0, 'askPrice': 1091.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1996.3075, 'humidity': 75.30114};29300
;{'time': 29400, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1995.8691, 'humidity': 75.31557};29400
;{'time': 29500, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1995.4303, 'humidity': 75.32997};29500
;{'time': 29600, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1994.991, 'humidity': 75.34436};29600
;{'time': 29700, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1994.5514, 'humidity': 75.358734};29700
;{'time': 29800, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1091.0, 'askPrice': 1092.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1994.1115, 'humidity': 75.373085};29800
;{'time': 29900, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1091.0, 'askPrice': 1092.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1993.671, 'humidity': 75.38742};29900
;{'time': 30000, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1091.0, 'askPrice': 1092.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1993.2302, 'humidity': 75.40174};30000
;{'time': 30100, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1992.7891, 'humidity': 75.41604};30100
;{'time': 30200, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1992.3477, 'humidity': 75.43032};30200
;{'time': 30300, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1991.9058, 'humidity': 75.44459};30300
;{'time': 30400, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1991.4635, 'humidity': 75.45884};30400
;{'time': 30500, 'best_bid': 1087, 'best_ask': 1095, 'bidPrice': 1090.0, 'askPrice': 1092.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1991.0209, 'humidity': 75.47307};30500
;{'time': 30600, 'best_bid': 1089, 'best_ask': 1096, 'bidPrice': 1092.0, 'askPrice': 1093.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1990.5779, 'humidity': 75.48728};30600
;{'time': 30700, 'best_bid': 1089, 'best_ask': 1097, 'bidPrice': 1092.0, 'askPrice': 1094.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1990.1344, 'humidity': 75.50147};30700
;{'time': 30800, 'best_bid': 1089, 'best_ask': 1097, 'bidPrice': 1092.0, 'askPrice': 1094.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1989.6907, 'humidity': 75.51565};30800
;{'time': 30900, 'best_bid': 1091, 'best_ask': 1098, 'bidPrice': 1094.0, 'askPrice': 1095.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1989.2466, 'humidity': 75.52981};30900
;{'time': 31000, 'best_bid': 1091, 'best_ask': 1098, 'bidPrice': 1093.5, 'askPrice': 1095.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1988.8021, 'humidity': 75.54395};31000
;{'time': 31100, 'best_bid': 1090, 'best_ask': 1097, 'bidPrice': 1093.0, 'askPrice': 1094.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1988.3573, 'humidity': 75.55808};31100
;{'time': 31200, 'best_bid': 1089, 'best_ask': 1093, 'bidPrice': 1091.5, 'askPrice': 1093.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1987.9122, 'humidity': 75.57219};31200
;{'time': 31300, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1091.0, 'askPrice': 1092.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1987.4667, 'humidity': 75.58628};31300
;{'time': 31400, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1987.0208, 'humidity': 75.60036};31400
;{'time': 31500, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1986.5746, 'humidity': 75.61442};31500
;{'time': 31600, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1986.1279, 'humidity': 75.628456};31600
;{'time': 31700, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1090.5, 'askPrice': 1092.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1985.681, 'humidity': 75.64248};31700
;{'time': 31800, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1985.2338, 'humidity': 75.656494};31800
;{'time': 31900, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1984.7861, 'humidity': 75.67049};31900
;{'time': 32000, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1984.3381, 'humidity': 75.684456};32000
;{'time': 32100, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1983.8899, 'humidity': 75.69842};32100
;{'time': 32200, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1983.4412, 'humidity': 75.712364};32200
;{'time': 32300, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1982.9922, 'humidity': 75.72629};32300
;{'time': 32400, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1087.0, 'askPrice': 1088.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1982.543, 'humidity': 75.7402};32400
;{'time': 32500, 'best_bid': 1084, 'best_ask': 1088, 'bidPrice': 1087.0, 'askPrice': 1088.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1982.0933, 'humidity': 75.75409};32500
;{'time': 32600, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1087.0, 'askPrice': 1088.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1981.6433, 'humidity': 75.76797};32600
;{'time': 32700, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1981.193, 'humidity': 75.78183};32700
;{'time': 32800, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1980.7424, 'humidity': 75.79568};32800
;{'time': 32900, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1980.2914, 'humidity': 75.80951};32900
;{'time': 33000, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1979.8401, 'humidity': 75.823326};33000
;{'time': 33100, 'best_bid': 1086, 'best_ask': 1090, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1979.3885, 'humidity': 75.83712};33100
;{'time': 33200, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1978.9366, 'humidity': 75.85091};33200
;{'time': 33300, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1978.4844, 'humidity': 75.86468};33300
;{'time': 33400, 'best_bid': 1086, 'best_ask': 1090, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1978.0319, 'humidity': 75.878426};33400
;{'time': 33500, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1977.579, 'humidity': 75.892166};33500
;{'time': 33600, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1977.1257, 'humidity': 75.90588};33600
;{'time': 33700, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1091.0, 'askPrice': 1092.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1976.6722, 'humidity': 75.91959};33700
;{'time': 33800, 'best_bid': 1090, 'best_ask': 1097, 'bidPrice': 1093.0, 'askPrice': 1094.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1976.2185, 'humidity': 75.93328};33800
;{'time': 33900, 'best_bid': 1091, 'best_ask': 1098, 'bidPrice': 1093.5, 'askPrice': 1095.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1975.7644, 'humidity': 75.94696};33900
;{'time': 34000, 'best_bid': 1091, 'best_ask': 1098, 'bidPrice': 1093.5, 'askPrice': 1095.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1975.3099, 'humidity': 75.96062};34000
;{'time': 34100, 'best_bid': 1092, 'best_ask': 1099, 'bidPrice': 1094.5, 'askPrice': 1096.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1974.8552, 'humidity': 75.974266};34100
;{'time': 34200, 'best_bid': 1090, 'best_ask': 1097, 'bidPrice': 1092.5, 'askPrice': 1094.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1974.4003, 'humidity': 75.9879};34200
;{'time': 34300, 'best_bid': 1090, 'best_ask': 1097, 'bidPrice': 1093.0, 'askPrice': 1094.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1973.945, 'humidity': 76.00151};34300
;{'time': 34400, 'best_bid': 1090, 'best_ask': 1098, 'bidPrice': 1093.0, 'askPrice': 1095.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1973.4894, 'humidity': 76.015114};34400
;{'time': 34500, 'best_bid': 1091, 'best_ask': 1098, 'bidPrice': 1093.5, 'askPrice': 1095.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1973.0334, 'humidity': 76.0287};34500
;{'time': 34600, 'best_bid': 1089, 'best_ask': 1096, 'bidPrice': 1092.0, 'askPrice': 1093.5, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1972.5773, 'humidity': 76.042274};34600
